time_s,ax,ay,az,gx,gy,gz,current,voltage,power
1.08,1040.0,-1176.0,21608.0,-337.0,96.0,-59.0,0.184,6.68,1.24
1.189,-240.0,-2060.0,22136.0,57.0,229.0,12.0,0.206,6.78,1.4
1.297,496.0,-668.0,22056.0,-271.0,162.0,-252.0,0.191,6.69,1.27
1.405,1216.0,-48.0,21568.0,-213.0,227.0,-43.0,0.153,6.54,1.0
1.512,2916.0,-268.0,21240.0,124.0,574.0,384.0,0.14,6.54,0.92
1.621,996.0,-1756.0,19820.0,255.0,428.0,-49.0,0.19,6.68,1.2
1.728,24.0,-524.0,20536.0,-62.0,423.0,-94.0,0.206,6.78,1.4
1.837,2020.0,184.0,21376.0,-198.0,146.0,-36.0,0.191,6.69,1.27
1.948,952.0,104.0,20340.0,-569.0,354.0,42.0,0.153,6.51,0.99
2.054,-8976.0,-3068.0,23032.0,-414.0,-2644.0,-981.0,0.15,6.52,0.98
2.161,832.0,1088.0,21036.0,-479.0,304.0,-237.0,0.186,6.66,1.25
2.269,772.0,-272.0,21084.0,-439.0,435.0,-92.0,0.211,6.74,1.42
2.377,236.0,-576.0,21188.0,-120.0,46.0,-226.0,0.189,6.66,1.25
2.485,3628.0,-1728.0,20492.0,302.0,589.0,-193.0,0.15,6.52,0.98
2.594,-272.0,-2364.0,22612.0,318.0,301.0,-103.0,0.144,6.54,0.94
2.701,368.0,-1312.0,20560.0,-132.0,293.0,221.0,0.193,6.68,1.23
2.81,-884.0,-204.0,21876.0,-375.0,262.0,-78.0,0.221,6.72,1.49
2.918,3296.0,-1344.0,20176.0,10.0,460.0,-95.0,0.188,6.68,1.25
3.026,1844.0,-388.0,21864.0,-101.0,747.0,52.0,0.15,6.54,0.98
3.133,1664.0,768.0,21584.0,-627.0,394.0,-49.0,0.146,6.54,0.96
3.242,1016.0,-364.0,21424.0,-218.0,324.0,-98.0,0.192,6.66,1.29
3.349,-296.0,-2548.0,20484.0,-409.0,-100.0,66.0,0.214,6.74,1.44
3.458,2588.0,-724.0,19664.0,-348.0,66.0,-68.0,0.179,6.63,1.18
3.566,-44.0,60.0,20480.0,-532.0,75.0,-73.0,0.145,6.51,0.94
3.674,-636.0,-1216.0,20344.0,-285.0,172.0,130.0,0.148,6.53,0.97
3.781,992.0,-1612.0,19968.0,-348.0,20.0,-52.0,0.192,6.7,1.28
3.89,-11080.0,-636.0,24724.0,-495.0,-766.0,-319.0,0.208,6.74,1.4
3.998,-1336.0,-2492.0,21368.0,8.0,-11.0,11.0,0.176,6.64,1.17
4.106,1040.0,-2328.0,19624.0,-167.0,451.0,67.0,0.147,6.51,0.95
4.214,864.0,-1208.0,22776.0,-481.0,705.0,61.0,0.154,6.52,1.01
4.323,2016.0,460.0,21808.0,-500.0,1019.0,470.0,0.197,6.66,1.32
4.429,1720.0,384.0,20036.0,-675.0,519.0,-84.0,0.208,6.75,1.4
4.539,428.0,-972.0,21268.0,-582.0,400.0,-123.0,0.172,6.67,1.25
4.647,-432.0,-304.0,22776.0,-600.0,392.0,-206.0,0.147,6.51,0.96
4.755,1292.0,-1384.0,20604.0,-491.0,305.0,-132.0,0.147,6.49,0.95
4.863,3572.0,-1976.0,17468.0,-242.0,282.0,-290.0,0.176,6.62,1.18
4.971,-248.0,-796.0,22476.0,-747.0,38.0,-160.0,0.211,6.73,1.42
5.078,-376.0,12.0,21156.0,-427.0,131.0,19.0,0.209,6.65,1.39
5.187,4.0,320.0,21492.0,-628.0,393.0,105.0,0.161,6.55,1.06
5.295,-1912.0,100.0,22432.0,-411.0,382.0,-33.0,0.144,6.49,0.93
5.402,-1004.0,1184.0,21612.0,-763.0,-622.0,-769.0,0.163,6.58,1.08
5.511,728.0,-620.0,22184.0,-429.0,312.0,25.0,0.2,6.7,1.34
5.618,-1232.0,-560.0,22644.0,-532.0,-269.0,21.0,0.215,6.69,1.44
5.726,1460.0,-612.0,23032.0,-127.0,27.0,-407.0,0.167,6.61,1.1
5.835,228.0,428.0,21268.0,-189.0,362.0,17.0,0.143,6.51,0.92
5.944,1964.0,520.0,20504.0,-382.0,623.0,-133.0,0.15,6.51,0.98
6.05,-32.0,148.0,22652.0,-400.0,217.0,-232.0,0.199,6.67,1.33
6.16,-372.0,-736.0,21372.0,-436.0,70.0,-139.0,0.215,6.72,1.44
6.268,-13444.0,-3416.0,25664.0,-321.0,-2062.0,-737.0,0.186,6.65,1.24
6.374,380.0,40.0,21128.0,-327.0,288.0,-196.0,0.144,6.51,0.93
6.483,464.0,276.0,21676.0,-487.0,623.0,-72.0,0.145,6.5,0.95
6.592,-472.0,-1796.0,20780.0,-384.0,-285.0,-266.0,0.186,6.61,1.24
6.699,-1264.0,-4256.0,27092.0,87.0,1049.0,885.0,0.211,6.72,1.42
6.808,1880.0,-572.0,19248.0,-311.0,268.0,-148.0,0.186,6.68,1.23
6.916,-1608.0,392.0,22708.0,-375.0,-101.0,79.0,0.156,6.5,1.02
7.023,2512.0,-140.0,20768.0,-419.0,618.0,1.0,0.143,6.47,0.93
7.133,-6040.0,-3064.0,23088.0,-638.0,-1720.0,-433.0,0.189,6.59,1.25
7.24,2076.0,-1316.0,19764.0,-187.0,431.0,-7.0,0.207,6.7,1.39
7.347,1332.0,128.0,21896.0,-459.0,632.0,-43.0,0.2,6.7,1.34
7.456,-124.0,-524.0,21760.0,-420.0,459.0,-41.0,0.153,6.53,1.06
7.563,-1204.0,-636.0,20108.0,-567.0,50.0,-79.0,0.144,6.48,0.93
7.673,9844.0,5516.0,13688.0,-1166.0,1467.0,112.0,0.168,6.56,1.11
7.78,1012.0,-804.0,22960.0,-196.0,666.0,230.0,0.202,6.71,1.36
7.888,2448.0,-1868.0,17136.0,-91.0,-626.0,-19.0,0.21,6.68,1.4
7.997,-1652.0,-348.0,23412.0,-508.0,-628.0,-395.0,0.166,6.59,1.09
8.104,552.0,-612.0,21616.0,-432.0,243.0,-47.0,0.143,6.48,0.93
8.213,-408.0,340.0,21220.0,-486.0,126.0,-200.0,0.159,6.53,1.05
8.32,188.0,-1012.0,22208.0,-349.0,17.0,-79.0,0.203,6.67,1.35
8.428,3448.0,-1064.0,19680.0,154.0,992.0,-90.0,0.21,6.71,1.41
8.536,-4740.0,-2032.0,22060.0,139.0,-125.0,137.0,0.164,6.59,1.17
8.644,100.0,-192.0,21220.0,-542.0,62.0,-17.0,0.143,6.48,0.92
8.753,1960.0,100.0,20764.0,-532.0,497.0,-208.0,0.151,6.5,0.99
8.862,-1112.0,-1388.0,20960.0,-163.0,-178.0,-169.0,0.195,6.63,1.3
8.969,1832.0,-1280.0,17852.0,-281.0,232.0,-552.0,0.205,6.71,1.38
9.077,1572.0,-592.0,19212.0,-280.0,667.0,135.0,0.183,6.63,1.2
9.185,840.0,52.0,22748.0,-408.0,359.0,12.0,0.149,6.49,0.97
9.293,648.0,-948.0,21060.0,-349.0,363.0,29.0,0.151,6.49,0.98
9.401,1820.0,976.0,21160.0,-635.0,349.0,-20.0,0.188,6.64,1.25
9.508,244.0,-404.0,23020.0,-363.0,468.0,-5.0,0.216,6.69,1.44
9.617,380.0,-316.0,21144.0,44.0,439.0,59.0,0.191,6.63,1.27
9.725,-3136.0,276.0,24872.0,-343.0,95.0,169.0,0.146,6.49,0.95
9.833,3688.0,1408.0,20992.0,-164.0,1019.0,12.0,0.15,6.48,0.97
9.942,-1808.0,344.0,21264.0,-423.0,-855.0,-814.0,0.18,6.65,1.21
10.05,392.0,-2576.0,21420.0,-180.0,225.0,183.0,0.217,6.7,1.45
10.158,1428.0,-88.0,20776.0,-438.0,268.0,-111.0,0.192,6.64,1.26
10.265,1940.0,-5088.0,24344.0,-370.0,1658.0,1009.0,0.15,6.5,0.97
10.374,388.0,-2048.0,19980.0,-2.0,329.0,61.0,0.15,6.49,0.95
10.481,2256.0,420.0,20048.0,-466.0,743.0,-120.0,0.19,6.64,1.27
10.59,2680.0,-732.0,21336.0,-319.0,796.0,56.0,0.216,6.68,1.45
10.697,-512.0,-1740.0,20700.0,-182.0,99.0,156.0,0.19,6.66,1.26
10.806,-2280.0,-2088.0,21776.0,56.0,-42.0,-64.0,0.145,6.5,0.94
10.914,-1276.0,-832.0,21744.0,-300.0,480.0,-85.0,0.145,6.47,0.94
11.022,1336.0,-456.0,21980.0,-280.0,593.0,-148.0,0.178,6.57,1.18
11.13,-344.0,-984.0,20084.0,39.0,738.0,70.0,0.213,6.68,1.43
11.237,-368.0,-164.0,22344.0,-147.0,205.0,-107.0,0.198,6.67,1.31
11.346,3144.0,-352.0,20600.0,-577.0,313.0,-190.0,0.155,6.55,1.01
11.455,1544.0,620.0,23024.0,-522.0,299.0,-109.0,0.152,6.44,0.98
11.562,2536.0,68.0,20588.0,-530.0,677.0,202.0,0.161,6.54,1.06
11.671,-2596.0,-80.0,20376.0,-761.0,-554.0,-482.0,0.199,6.66,1.33
11.777,248.0,460.0,22024.0,-561.0,385.0,23.0,0.213,6.68,1.43
11.887,-3472.0,112.0,19896.0,-376.0,-511.0,163.0,0.174,6.58,1.14
11.995,832.0,156.0,20480.0,-483.0,922.0,327.0,0.147,6.48,0.95
12.101,808.0,52.0,19860.0,-456.0,457.0,7.0,0.149,6.47,0.97
12.211,148.0,-1004.0,21620.0,-170.0,437.0,113.0,0.188,6.66,1.26
12.319,1320.0,-624.0,21240.0,-344.0,529.0,35.0,0.217,6.7,1.45
12.426,676.0,-2748.0,19876.0,-92.0,57.0,-70.0,0.197,6.65,1.3
12.535,1200.0,-984.0,20872.0,-289.0,671.0,324.0,0.159,6.5,1.03
12.642,760.0,-200.0,20664.0,-462.0,254.0,-174.0,0.145,6.45,0.94
12.751,624.0,-416.0,22332.0,-552.0,-81.0,-303.0,0.172,6.55,1.13
12.859,-260.0,-196.0,20948.0,-411.0,110.0,-41.0,0.202,6.68,1.35
12.967,1400.0,-236.0,21640.0,-416.0,1004.0,296.0,0.204,6.66,1.35
13.075,620.0,-928.0,20576.0,-428.0,354.0,22.0,0.158,6.55,1.03
13.182,460.0,-968.0,20200.0,-265.0,241.0,-60.0,0.145,6.44,0.93
13.292,-324.0,-548.0,21972.0,-201.0,132.0,-120.0,0.172,6.52,1.05
13.4,3552.0,4104.0,20504.0,-674.0,1404.0,17.0,0.206,6.69,1.38
13.508,-1164.0,-1664.0,20688.0,-233.0,33.0,106.0,0.214,6.68,1.43
13.615,1780.0,-744.0,21324.0,-232.0,404.0,-140.0,0.173,6.59,1.13
13.724,-740.0,-680.0,20488.0,-323.0,27.0,-115.0,0.145,6.43,0.93
13.831,-3884.0,-1948.0,21640.0,-175.0,-696.0,-187.0,0.152,6.51,1.0
13.939,6684.0,2272.0,17240.0,-653.0,1403.0,236.0,0.185,6.64,1.24
14.047,-2024.0,-136.0,23328.0,-473.0,-285.0,-443.0,0.211,6.68,1.41
14.156,-160.0,116.0,20840.0,-432.0,133.0,171.0,0.192,6.62,1.26
14.263,-308.0,-1100.0,23672.0,-506.0,438.0,-241.0,0.152,6.5,0.99
14.371,1316.0,-12.0,22960.0,-762.0,641.0,31.0,0.14,6.48,0.91
14.48,-568.0,-1324.0,20472.0,-257.0,173.0,101.0,0.186,6.58,1.23
14.587,1708.0,-1252.0,20388.0,-365.0,-88.0,-549.0,0.213,6.68,1.42
14.696,-1428.0,-360.0,22004.0,-162.0,-34.0,-226.0,0.206,6.67,1.37
14.804,936.0,-1360.0,21544.0,270.0,749.0,48.0,0.159,6.54,1.03
14.913,-2152.0,-1476.0,21276.0,-319.0,-121.0,-268.0,0.144,6.45,0.93
15.021,272.0,-1300.0,21512.0,-334.0,100.0,-137.0,0.166,6.46,1.08
15.128,112.0,340.0,20772.0,-683.0,70.0,-96.0,0.205,6.66,1.35
15.236,100.0,80.0,21076.0,-609.0,333.0,5.0,0.204,6.68,1.36
15.344,1372.0,56.0,20828.0,-345.0,735.0,-91.0,0.172,6.58,1.12
15.453,2656.0,-596.0,20780.0,-383.0,681.0,-333.0,0.147,6.44,0.95
15.56,-3444.0,-1768.0,21604.0,-179.0,-675.0,-900.0,0.155,6.51,1.01
15.669,60.0,-432.0,22240.0,190.0,469.0,-120.0,0.196,6.64,1.31
15.776,-844.0,892.0,21080.0,-443.0,-89.0,-218.0,0.212,6.67,1.42
15.885,1552.0,-272.0,21160.0,-131.0,338.0,44.0,0.18,6.6,1.18
15.993,-1744.0,968.0,23332.0,-434.0,432.0,341.0,0.148,6.48,0.96
16.101,304.0,-1108.0,21140.0,-414.0,90.0,-159.0,0.141,6.46,0.91
16.209,504.0,-1248.0,21052.0,-288.0,304.0,-72.0,0.181,6.57,1.11
16.317,-56.0,-1536.0,19996.0,-465.0,107.0,-296.0,0.209,6.68,1.4
16.425,1400.0,948.0,21328.0,-813.0,-575.0,-1056.0,0.209,6.66,1.39
16.533,556.0,728.0,21516.0,-159.0,377.0,-222.0,0.165,6.59,1.08
16.641,-1096.0,32.0,23244.0,-401.0,191.0,122.0,0.145,6.43,0.94
16.749,-580.0,472.0,20888.0,-315.0,183.0,-116.0,0.158,6.46,1.03
16.856,2352.0,-436.0,21996.0,7.0,621.0,-45.0,0.201,6.62,1.34
16.966,-84.0,-1956.0,21540.0,-236.0,197.0,92.0,0.211,6.68,1.41
17.074,1144.0,-1860.0,19644.0,-357.0,230.0,-27.0,0.183,6.6,1.2
17.181,628.0,-264.0,20628.0,-397.0,415.0,84.0,0.151,6.47,0.97
17.29,-500.0,-1124.0,21660.0,-275.0,-86.0,-115.0,0.147,6.47,0.95
17.397,-340.0,3480.0,18944.0,-912.0,318.0,-415.0,0.186,6.62,1.24
17.506,2316.0,1372.0,22164.0,-592.0,598.0,-230.0,0.209,6.68,1.4
17.613,1044.0,256.0,21004.0,-301.0,478.0,73.0,0.207,6.63,1.37
17.722,-4208.0,264.0,21548.0,-118.0,327.0,30.0,0.15,6.49,0.97
17.83,712.0,372.0,21340.0,-530.0,206.0,-193.0,0.142,6.46,0.92
17.938,-836.0,444.0,22188.0,-477.0,380.0,-104.0,0.175,6.55,1.15
18.045,1880.0,-1072.0,20772.0,-367.0,336.0,-276.0,0.208,6.68,1.38
18.153,472.0,160.0,20300.0,-558.0,180.0,-86.0,0.196,6.66,1.3
18.261,824.0,-1684.0,21092.0,-395.0,274.0,119.0,0.157,6.53,1.02
18.37,924.0,-1164.0,19544.0,-300.0,95.0,-70.0,0.144,6.42,0.92
18.477,3204.0,-644.0,19264.0,-363.0,625.0,-89.0,0.172,6.54,1.13
18.586,-9348.0,-4272.0,26140.0,-62.0,-901.0,211.0,0.209,6.64,1.4
18.694,1332.0,-256.0,20660.0,-348.0,212.0,-45.0,0.203,6.68,1.35
18.803,-32.0,188.0,21496.0,-306.0,193.0,-190.0,0.161,6.51,1.05
18.911,-140.0,-1440.0,21468.0,-273.0,394.0,216.0,0.142,6.44,0.91
19.019,1788.0,-384.0,21328.0,-715.0,559.0,18.0,0.153,6.5,1.0
19.127,260.0,252.0,22708.0,-705.0,411.0,-106.0,0.203,6.68,1.28
19.235,64.0,104.0,21084.0,-616.0,260.0,-290.0,0.21,6.66,1.39
19.343,1616.0,1024.0,22532.0,-714.0,598.0,106.0,0.179,6.59,1.17
19.451,12252.0,1692.0,19536.0,-815.0,1854.0,337.0,0.149,6.47,0.96
19.559,3096.0,380.0,19896.0,-213.0,642.0,-165.0,0.148,6.47,0.96
19.667,1976.0,-348.0,20244.0,-274.0,739.0,-410.0,0.187,6.58,1.24
19.775,3716.0,-512.0,17952.0,-131.0,1055.0,132.0,0.207,6.68,1.38
19.882,1108.0,676.0,21496.0,-444.0,545.0,-71.0,0.187,6.62,1.24
19.99,-316.0,116.0,21436.0,-306.0,530.0,-122.0,0.152,6.5,0.99
20.098,2280.0,-272.0,21012.0,-456.0,634.0,-92.0,0.144,6.44,0.92
20.206,1868.0,-996.0,19720.0,-235.0,439.0,66.0,0.166,6.54,1.08
20.315,-4844.0,-1068.0,23072.0,-441.0,-1647.0,-903.0,0.2,6.68,1.34
20.423,3040.0,232.0,20832.0,-428.0,691.0,-58.0,0.207,6.67,1.38
20.531,1776.0,-352.0,21348.0,-246.0,494.0,-117.0,0.173,6.54,1.13
20.639,8684.0,800.0,15256.0,-473.0,1579.0,10.0,0.144,6.44,0.93
20.748,268.0,-204.0,21372.0,-624.0,239.0,94.0,0.156,6.49,1.02
20.856,964.0,-492.0,20336.0,-454.0,379.0,-142.0,0.199,6.64,1.32
20.964,164.0,-764.0,21396.0,-374.0,213.0,100.0,0.212,6.65,1.44
21.072,508.0,-744.0,21788.0,-169.0,196.0,30.0,0.175,6.57,1.14
21.179,1696.0,-1640.0,21348.0,-597.0,475.0,235.0,0.143,6.47,0.92
21.287,608.0,-708.0,20920.0,-543.0,248.0,-50.0,0.151,6.46,0.97
21.396,-1744.0,-2620.0,19496.0,-205.0,-187.0,-118.0,0.2,6.62,1.33
21.504,2844.0,380.0,21088.0,-789.0,-25.0,6.0,0.209,6.68,1.39
21.612,508.0,-340.0,21532.0,-390.0,237.0,-149.0,0.19,6.59,1.25
21.719,-524.0,-276.0,21416.0,-179.0,80.0,-100.0,0.144,6.44,0.92
21.829,2372.0,-244.0,21024.0,-163.0,646.0,73.0,0.149,6.46,0.97
21.935,1132.0,536.0,22260.0,-646.0,314.0,16.0,0.184,6.6,1.22
22.045,2200.0,1228.0,21636.0,-563.0,748.0,-184.0,0.201,6.7,1.35
22.152,1704.0,-476.0,19548.0,-414.0,222.0,-285.0,0.191,6.6,1.25
22.26,1732.0,-144.0,19772.0,-622.0,416.0,-198.0,0.155,6.46,1.0
22.369,7216.0,-1008.0,19968.0,-23.0,1231.0,170.0,0.142,6.46,0.92
22.476,1964.0,-308.0,21348.0,-403.0,282.0,-86.0,0.188,6.58,1.25
22.584,1264.0,740.0,20848.0,-505.0,512.0,-78.0,0.213,6.65,1.42
22.693,-1628.0,-812.0,20268.0,-538.0,-670.0,-841.0,0.203,6.64,1.34
22.8,836.0,-1280.0,20420.0,-418.0,131.0,-35.0,0.15,6.49,0.97
22.909,1344.0,-344.0,20392.0,-259.0,368.0,-105.0,0.143,6.44,0.93
23.017,912.0,-712.0,20936.0,-548.0,227.0,-348.0,0.175,6.52,1.15
23.125,2148.0,1480.0,21912.0,-431.0,603.0,-434.0,0.204,6.67,1.36
23.232,352.0,-1196.0,22684.0,366.0,728.0,-48.0,0.196,6.66,1.3
23.341,2360.0,344.0,21584.0,-289.0,497.0,-22.0,0.156,6.5,1.01
23.449,2160.0,468.0,20160.0,-415.0,415.0,-135.0,0.145,6.41,0.93
23.557,-4180.0,-1376.0,22824.0,-429.0,-620.0,-331.0,0.174,6.56,1.15
23.664,-952.0,-1084.0,22076.0,-588.0,-134.0,33.0,0.209,6.66,1.4
23.773,1980.0,-284.0,21200.0,-496.0,700.0,292.0,0.198,6.65,1.31
23.88,636.0,-396.0,19780.0,-494.0,335.0,-60.0,0.156,6.46,1.05
23.989,3932.0,3820.0,17624.0,-981.0,832.0,-264.0,0.144,6.44,0.93
24.097,480.0,-328.0,20396.0,-390.0,214.0,-344.0,0.166,6.57,1.09
24.205,104.0,-844.0,21856.0,-303.0,260.0,-132.0,0.207,6.67,1.38
24.313,916.0,-700.0,21332.0,-550.0,260.0,-55.0,0.199,6.61,1.31
24.423,-2840.0,-1312.0,23888.0,-535.0,1389.0,578.0,0.15,6.51,0.97
24.53,396.0,-956.0,21732.0,-378.0,466.0,85.0,0.145,6.42,0.94
24.637,1796.0,-1388.0,18656.0,-196.0,526.0,-336.0,0.188,6.54,1.24
24.747,-7608.0,-3932.0,23524.0,44.0,-653.0,-135.0,0.214,6.65,1.43
24.855,-1096.0,136.0,22316.0,-165.0,400.0,-191.0,0.196,6.65,1.3
24.961,680.0,224.0,22172.0,-383.0,567.0,-112.0,0.154,6.49,1.0
25.069,-564.0,-1180.0,18216.0,-128.0,-116.0,-152.0,0.148,6.42,0.95
25.177,-3540.0,-396.0,22420.0,-534.0,-472.0,-27.0,0.177,6.55,1.16
25.286,3764.0,2284.0,21172.0,-646.0,1451.0,217.0,0.205,6.67,1.37
25.394,-1820.0,940.0,21856.0,-593.0,-5.0,-336.0,0.197,6.6,1.29
25.502,648.0,68.0,21288.0,-443.0,228.0,-199.0,0.154,6.47,0.99
25.61,-2400.0,116.0,22448.0,-353.0,-888.0,-508.0,0.146,6.43,0.94
25.718,292.0,-924.0,22304.0,-555.0,695.0,9.0,0.183,6.6,1.21
25.826,1416.0,128.0,20572.0,-396.0,717.0,15.0,0.207,6.65,1.38
25.934,492.0,-1056.0,21692.0,-524.0,-113.0,-257.0,0.203,6.62,1.34
26.043,3272.0,180.0,20660.0,-384.0,528.0,-287.0,0.162,6.46,1.05
26.151,-900.0,-2212.0,21788.0,116.0,231.0,84.0,0.141,6.45,0.92
26.259,636.0,-1364.0,20692.0,-231.0,92.0,-56.0,0.178,6.5,1.16
26.366,-1528.0,-1584.0,21284.0,-204.0,-147.0,-181.0,0.208,6.65,1.38
26.475,2912.0,-276.0,19696.0,-624.0,179.0,-387.0,0.202,6.63,1.34
26.582,-1484.0,-1780.0,21704.0,-437.0,-135.0,-192.0,0.164,6.5,1.06
26.69,-732.0,872.0,22700.0,-334.0,123.0,14.0,0.143,6.42,0.92
26.799,-8108.0,-3200.0,24248.0,-217.0,-1086.0,-526.0,0.166,6.5,1.01
26.907,1220.0,24.0,22020.0,-65.0,453.0,-76.0,0.201,6.64,1.34
27.015,2732.0,-756.0,20584.0,-330.0,712.0,-8.0,0.202,6.66,1.35
27.123,-1640.0,-944.0,21852.0,-402.0,55.0,-35.0,0.179,6.58,1.17
27.23,52.0,-872.0,21536.0,-332.0,89.0,67.0,0.145,6.42,0.93
27.339,-776.0,-192.0,22600.0,-257.0,229.0,142.0,0.153,6.45,1.0
27.446,392.0,876.0,20656.0,-581.0,306.0,-130.0,0.188,6.58,1.24
27.555,420.0,-428.0,21324.0,-305.0,202.0,89.0,0.212,6.65,1.41
27.663,-4068.0,-1456.0,21012.0,-353.0,-1273.0,-730.0,0.186,6.6,1.23
27.772,164.0,-1044.0,21280.0,-496.0,-161.0,-191.0,0.148,6.49,0.95
27.88,-968.0,-892.0,20564.0,-463.0,157.0,-127.0,0.142,6.44,0.91
27.988,3564.0,-400.0,19896.0,-518.0,820.0,-49.0,0.184,6.56,1.22
28.095,-1576.0,272.0,21024.0,-607.0,-590.0,-596.0,0.211,6.66,1.41
28.203,-1380.0,-800.0,22820.0,-364.0,119.0,-103.0,0.196,6.66,1.3
28.311,-68.0,-768.0,20732.0,-188.0,316.0,-126.0,0.15,6.5,0.97
28.419,-28.0,-352.0,21488.0,-672.0,373.0,193.0,0.142,6.43,0.91
28.528,9144.0,5428.0,14436.0,-1345.0,1204.0,-275.0,0.165,6.49,1.08
28.635,-516.0,252.0,20700.0,-395.0,252.0,-146.0,0.204,6.65,1.36
28.743,500.0,644.0,21632.0,-552.0,553.0,-30.0,0.211,6.63,1.4
28.851,-576.0,-1456.0,19472.0,-245.0,34.0,-128.0,0.179,6.54,1.17
28.959,-256.0,-1288.0,20740.0,-196.0,-99.0,-61.0,0.144,6.43,0.93
29.068,144.0,-1016.0,20912.0,-233.0,180.0,-54.0,0.152,6.45,0.99
29.177,-996.0,-932.0,21504.0,-402.0,-101.0,-60.0,0.192,6.58,1.27
29.285,-6340.0,-700.0,24264.0,-180.0,-328.0,112.0,0.206,6.67,1.38
29.393,-768.0,-548.0,21256.0,-329.0,-787.0,-729.0,0.178,6.61,1.17
29.5,1616.0,-24.0,20424.0,-292.0,150.0,-233.0,0.146,6.45,0.94
29.608,2692.0,-892.0,20328.0,-77.0,751.0,-10.0,0.145,6.43,0.94
29.717,4756.0,-1408.0,21344.0,-242.0,284.0,53.0,0.186,6.61,1.14
29.824,1284.0,224.0,20628.0,-436.0,271.0,-109.0,0.212,6.64,1.41
29.933,-160.0,108.0,22400.0,-193.0,460.0,35.0,0.193,6.58,1.26
30.041,928.0,-376.0,21820.0,-335.0,249.0,80.0,0.153,6.46,0.99
30.149,1508.0,16.0,21276.0,-144.0,498.0,-90.0,0.145,6.44,0.93
30.257,544.0,-532.0,21020.0,-317.0,430.0,117.0,0.173,6.57,1.14
30.364,-1932.0,-120.0,22520.0,-374.0,724.0,45.0,0.207,6.64,1.38
30.473,-660.0,1136.0,23444.0,-597.0,593.0,-245.0,0.201,6.6,1.33
30.581,-7556.0,-1464.0,19912.0,-238.0,-1191.0,-877.0,0.155,6.5,1.01
30.689,704.0,-164.0,21188.0,-256.0,512.0,-266.0,0.147,6.4,0.94
30.797,304.0,712.0,22084.0,-270.0,308.0,-199.0,0.16,6.53,1.05
30.905,5316.0,-708.0,18796.0,-248.0,745.0,-9.0,0.208,6.65,1.38
31.013,1408.0,-256.0,20756.0,-407.0,265.0,-123.0,0.212,6.6,1.4
31.121,-304.0,68.0,21636.0,-319.0,230.0,58.0,0.17,6.5,1.1
31.229,1056.0,-788.0,21920.0,-198.0,-7.0,-243.0,0.148,6.39,0.95
31.334,2280.0,20.0,21280.0,-217.0,746.0,-91.0,0.155,6.47,1.01
31.445,904.0,-40.0,21612.0,-377.0,239.0,111.0,0.193,6.62,1.28
31.551,1980.0,668.0,22800.0,-394.0,831.0,-190.0,0.208,6.62,1.38
