time_s,ax,ay,az,gx,gy,gz,current,voltage,power
7.713,2124.0,-596.0,21332.0,-297.0,431.0,-158.0,0.08,11.08,0.89
7.821,96.0,-352.0,22344.0,-328.0,144.0,-408.0,0.106,11.12,1.18
7.929,544.0,32.0,21716.0,-300.0,98.0,-264.0,0.172,11.26,1.94
8.037,1424.0,-516.0,21372.0,-315.0,482.0,-221.0,0.183,11.28,2.06
8.145,2472.0,284.0,20280.0,-336.0,377.0,-391.0,0.119,11.2,1.33
8.253,1412.0,672.0,20748.0,-573.0,269.0,-58.0,0.08,11.06,0.89
8.361,3572.0,1400.0,19244.0,-433.0,531.0,7.0,0.122,11.16,1.36
8.47,-1100.0,-1840.0,23756.0,196.0,355.0,-626.0,0.194,11.29,2.2
8.578,2028.0,-1532.0,21560.0,-407.0,872.0,-315.0,0.174,11.26,1.95
8.685,1400.0,-924.0,21088.0,-229.0,385.0,163.0,0.089,11.1,0.99
8.794,-656.0,-784.0,22368.0,-401.0,297.0,-216.0,0.093,11.09,1.04
8.902,1780.0,-100.0,20664.0,-332.0,461.0,-124.0,0.171,11.26,1.63
9.01,-32.0,-1468.0,23340.0,-71.0,1278.0,-189.0,0.191,11.29,2.15
9.118,2732.0,-444.0,19724.0,-298.0,484.0,-26.0,0.133,11.21,1.48
9.226,340.0,-1760.0,22244.0,-111.0,-15.0,-32.0,0.081,11.07,0.89
9.334,2072.0,-132.0,21132.0,-564.0,227.0,367.0,0.122,11.15,1.36
9.442,640.0,-1560.0,22040.0,-248.0,-43.0,156.0,0.188,11.29,2.12
9.549,1956.0,2196.0,20428.0,-610.0,129.0,13.0,0.16,11.25,1.8
9.658,1960.0,-384.0,20060.0,-228.0,404.0,-152.0,0.084,11.13,0.93
9.766,-4172.0,-860.0,25624.0,-384.0,-607.0,-195.0,0.092,11.1,1.02
9.874,4428.0,128.0,18984.0,-318.0,622.0,47.0,0.163,11.23,1.83
9.983,3228.0,-932.0,19216.0,-270.0,195.0,4.0,0.2,11.28,2.25
10.09,2120.0,-428.0,19800.0,-430.0,260.0,214.0,0.12,11.19,1.68
10.198,588.0,592.0,22232.0,-299.0,227.0,-336.0,0.077,11.08,0.86
10.306,-884.0,528.0,23252.0,-612.0,-148.0,-279.0,0.113,11.15,1.26
10.414,2376.0,280.0,18976.0,-127.0,404.0,314.0,0.188,11.3,2.12
10.523,272.0,-236.0,21336.0,-114.0,-160.0,225.0,0.169,11.26,1.89
10.631,644.0,1452.0,22044.0,-548.0,-45.0,33.0,0.094,11.12,1.05
10.739,-1348.0,-1988.0,23700.0,-378.0,-64.0,81.0,0.099,11.1,1.1
10.848,1400.0,-668.0,20456.0,-276.0,219.0,302.0,0.159,11.24,1.79
10.955,1056.0,608.0,21628.0,-436.0,263.0,-169.0,0.195,11.28,2.2
11.063,1176.0,-92.0,21616.0,-194.0,183.0,-292.0,0.118,11.19,1.32
11.17,472.0,-552.0,22952.0,-319.0,5.0,-133.0,0.076,11.09,0.84
11.278,128.0,-800.0,21204.0,-134.0,154.0,-251.0,0.124,11.17,1.39
11.387,704.0,1296.0,20064.0,-431.0,17.0,47.0,0.197,11.28,2.23
11.495,872.0,700.0,22052.0,-466.0,453.0,-280.0,0.177,11.26,1.99
11.603,2376.0,-2412.0,20412.0,245.0,927.0,-13.0,0.089,11.11,0.98
11.711,4916.0,188.0,17372.0,-397.0,347.0,405.0,0.099,11.06,1.09
11.818,2056.0,-1252.0,20748.0,-230.0,525.0,103.0,0.131,11.18,1.47
11.926,376.0,-712.0,21652.0,-345.0,115.0,-88.0,0.192,11.3,2.17
12.034,3060.0,2220.0,19392.0,-353.0,438.0,151.0,0.159,11.23,1.78
12.144,-2872.0,-316.0,24648.0,-327.0,333.0,-899.0,0.077,11.09,0.91
12.25,676.0,144.0,22964.0,-441.0,574.0,-623.0,0.103,11.11,1.15
12.36,1324.0,-184.0,21280.0,-291.0,201.0,-203.0,0.171,11.24,1.93
12.467,692.0,-240.0,21472.0,-568.0,96.0,126.0,0.184,11.28,2.07
12.576,-2116.0,-960.0,24228.0,-376.0,-458.0,-368.0,0.119,11.19,1.33
12.684,-1336.0,960.0,23104.0,-506.0,-494.0,-133.0,0.075,11.09,0.84
12.792,2232.0,-724.0,20952.0,-276.0,515.0,-31.0,0.125,11.16,1.4
12.9,-5340.0,560.0,26564.0,-678.0,-1110.0,-465.0,0.189,11.29,2.14
13.008,4636.0,-1584.0,17928.0,-504.0,1649.0,210.0,0.181,11.24,2.03
13.116,480.0,-768.0,21484.0,-202.0,121.0,-99.0,0.088,11.12,0.98
13.224,2308.0,-352.0,21040.0,-507.0,629.0,-95.0,0.09,11.1,1.0
13.332,1556.0,-380.0,20596.0,-400.0,317.0,175.0,0.163,11.26,1.49
13.44,888.0,976.0,20992.0,-671.0,329.0,-314.0,0.19,11.29,2.14
13.548,-1324.0,-1648.0,23012.0,-326.0,12.0,-371.0,0.132,11.21,1.48
13.656,5048.0,392.0,19768.0,-362.0,1059.0,165.0,0.08,11.07,0.88
13.764,3660.0,-84.0,18332.0,-409.0,374.0,389.0,0.12,11.14,1.34
13.872,2836.0,-96.0,20480.0,-394.0,392.0,124.0,0.189,11.28,2.14
13.98,2580.0,332.0,19480.0,-415.0,270.0,217.0,0.167,11.24,1.88
14.089,1120.0,148.0,22124.0,-508.0,182.0,-144.0,0.086,11.13,0.95
14.197,-488.0,-1464.0,22100.0,-286.0,67.0,-141.0,0.089,11.12,0.99
14.304,2096.0,772.0,20476.0,-440.0,413.0,24.0,0.165,11.26,1.87
14.413,1072.0,52.0,20484.0,-391.0,-115.0,242.0,0.189,11.29,2.13
14.52,1772.0,-2064.0,21384.0,-380.0,562.0,103.0,0.105,11.16,1.16
14.629,1448.0,896.0,20892.0,-451.0,103.0,-92.0,0.082,11.06,0.9
14.737,1220.0,76.0,20456.0,-416.0,182.0,45.0,0.12,11.15,1.35
14.845,2824.0,-872.0,19364.0,-191.0,515.0,325.0,0.213,11.3,2.41
14.953,3180.0,-148.0,19716.0,-575.0,749.0,-95.0,0.161,11.25,1.81
15.061,596.0,236.0,21480.0,-596.0,203.0,-112.0,0.087,11.14,0.97
15.169,3276.0,-416.0,19900.0,-444.0,631.0,127.0,0.095,11.1,1.06
15.277,2060.0,504.0,21796.0,-715.0,205.0,274.0,0.163,11.22,1.83
15.385,1504.0,132.0,20984.0,-419.0,172.0,263.0,0.19,11.28,2.24
15.493,848.0,-548.0,22208.0,-611.0,573.0,-433.0,0.119,11.19,1.33
15.601,844.0,-848.0,22160.0,-470.0,285.0,-288.0,0.078,11.07,0.87
15.709,-244.0,-380.0,23284.0,-363.0,-35.0,-197.0,0.145,11.16,1.63
15.817,1636.0,328.0,21264.0,-491.0,-36.0,-30.0,0.188,11.3,2.13
15.926,-884.0,-636.0,23328.0,-593.0,110.0,-231.0,0.17,11.26,1.91
16.034,4496.0,512.0,20776.0,-692.0,1363.0,-753.0,0.083,11.1,0.92
16.142,-3452.0,-876.0,26028.0,-1265.0,-128.0,-140.0,0.096,11.1,1.07
16.25,5140.0,100.0,18612.0,-149.0,393.0,255.0,0.164,11.26,1.85
16.358,400.0,-864.0,21412.0,-323.0,243.0,-195.0,0.185,11.28,2.09
16.466,1984.0,-1408.0,20872.0,-438.0,196.0,-122.0,0.115,11.2,1.29
16.574,376.0,-1068.0,22068.0,-339.0,203.0,-187.0,0.081,11.09,0.85
16.683,1520.0,-1500.0,20192.0,-526.0,459.0,-142.0,0.125,11.16,1.4
16.789,884.0,980.0,21044.0,-872.0,-51.0,-158.0,0.194,11.29,2.2
16.898,4832.0,652.0,18876.0,-251.0,825.0,347.0,0.16,11.23,1.8
17.005,2816.0,924.0,19856.0,-262.0,538.0,152.0,0.084,11.1,0.93
17.114,4128.0,-604.0,18684.0,-184.0,627.0,408.0,0.092,11.1,1.02
17.222,-448.0,-1704.0,22196.0,-174.0,40.0,7.0,0.167,11.26,1.89
17.33,1276.0,-500.0,21144.0,-481.0,468.0,-66.0,0.187,11.29,2.11
17.438,1660.0,-872.0,20868.0,-267.0,469.0,39.0,0.134,11.19,1.5
17.547,1944.0,-2008.0,22176.0,-162.0,855.0,-330.0,0.081,11.07,0.9
17.655,892.0,-656.0,21240.0,-477.0,277.0,-242.0,0.121,11.15,1.35
17.762,3008.0,492.0,20504.0,-448.0,504.0,-88.0,0.196,11.29,2.22
17.87,2036.0,20.0,20392.0,-468.0,-97.0,343.0,0.176,11.24,1.98
17.979,1704.0,-1760.0,20868.0,-7.0,342.0,159.0,0.093,11.15,1.03
18.087,2228.0,432.0,19516.0,-628.0,-91.0,14.0,0.086,11.1,0.96
18.195,220.0,-2188.0,22504.0,-251.0,137.0,-47.0,0.135,11.2,1.52
18.302,-5176.0,-2304.0,27012.0,-383.0,-415.0,-537.0,0.205,11.29,2.32
18.411,5364.0,-192.0,18460.0,-726.0,1131.0,-607.0,0.145,11.22,1.63
18.519,108.0,-1020.0,22640.0,-285.0,-142.0,118.0,0.078,11.09,0.86
18.627,-148.0,-1488.0,22628.0,-436.0,201.0,-94.0,0.113,11.14,1.14
18.736,1312.0,1032.0,21196.0,-586.0,145.0,29.0,0.182,11.28,2.05
18.843,436.0,672.0,21788.0,-558.0,-15.0,-248.0,0.182,11.28,2.05
18.951,-2228.0,-2580.0,25184.0,-97.0,-328.0,-91.0,0.1,11.18,1.11
19.059,1780.0,-992.0,21080.0,-121.0,400.0,-57.0,0.08,11.07,0.88
19.167,2000.0,-1268.0,20112.0,-370.0,399.0,97.0,0.118,11.14,1.32
19.276,2088.0,-1428.0,22192.0,-356.0,435.0,-315.0,0.2,11.29,2.25
19.383,1984.0,888.0,21768.0,-764.0,399.0,-167.0,0.17,11.26,1.91
19.491,1156.0,332.0,21004.0,-324.0,263.0,-66.0,0.098,11.12,1.09
19.6,-272.0,-1264.0,23348.0,-132.0,161.0,-196.0,0.093,11.08,1.04
19.708,1556.0,-1632.0,21612.0,140.0,348.0,-148.0,0.133,11.2,1.5
19.815,2992.0,-336.0,18788.0,-80.0,231.0,464.0,0.189,11.3,2.16
19.924,0.0,-2532.0,21388.0,-140.0,-197.0,286.0,0.154,11.21,1.73
20.032,1276.0,1088.0,20976.0,-466.0,212.0,41.0,0.079,11.08,0.87
20.14,-600.0,-464.0,22848.0,-391.0,20.0,-183.0,0.113,11.14,1.26
20.248,4764.0,1108.0,18608.0,-272.0,682.0,420.0,0.185,11.28,2.09
20.356,1904.0,-1004.0,20620.0,-104.0,612.0,-177.0,0.182,11.26,2.05
20.464,1524.0,-1316.0,21284.0,-97.0,278.0,126.0,0.09,11.14,1.0
20.572,3912.0,-136.0,19552.0,-136.0,1253.0,-174.0,0.087,11.08,0.97
20.681,-6700.0,-2888.0,25892.0,-201.0,-1094.0,-226.0,0.131,11.22,1.47
20.788,-188.0,-520.0,21636.0,-401.0,-283.0,151.0,0.198,11.29,2.23
20.896,1204.0,1084.0,21272.0,-420.0,-397.0,-394.0,0.16,11.22,1.8
21.004,-352.0,-592.0,22768.0,-346.0,-63.0,-267.0,0.076,11.09,0.84
21.112,2808.0,-1016.0,19536.0,-99.0,264.0,84.0,0.103,11.12,1.15
21.22,976.0,-248.0,20632.0,-184.0,142.0,29.0,0.171,11.26,1.93
21.328,-60.0,-916.0,22388.0,-65.0,284.0,-300.0,0.181,11.24,2.04
21.437,5472.0,-1012.0,17140.0,21.0,990.0,-201.0,0.099,11.15,1.1
21.545,-2828.0,-2232.0,24976.0,-959.0,914.0,-212.0,0.085,11.07,0.94
21.653,504.0,-1228.0,22396.0,-181.0,485.0,69.0,0.149,11.21,1.68
21.761,1408.0,-720.0,21724.0,-232.0,426.0,67.0,0.203,11.29,2.29
21.869,1980.0,288.0,20880.0,-315.0,431.0,-217.0,0.122,11.2,1.62
21.977,-168.0,-896.0,22208.0,-232.0,244.0,-143.0,0.075,11.09,0.83
22.085,2072.0,436.0,20388.0,-399.0,430.0,-484.0,0.121,11.13,1.35
22.193,768.0,-368.0,22292.0,-428.0,430.0,-111.0,0.198,11.29,2.23
22.301,948.0,-120.0,22176.0,-211.0,253.0,-313.0,0.173,11.24,1.94
22.409,812.0,800.0,22060.0,-280.0,385.0,-482.0,0.09,11.13,1.0
22.518,5384.0,16.0,17868.0,-489.0,1221.0,-120.0,0.096,11.1,1.07
22.624,2664.0,148.0,19864.0,-424.0,537.0,-98.0,0.147,11.22,1.66
22.733,2644.0,-592.0,20104.0,-170.0,597.0,-8.0,0.19,11.29,2.15
22.841,3096.0,632.0,19472.0,-48.0,461.0,151.0,0.132,11.21,1.48
22.949,1684.0,-916.0,19900.0,-33.0,569.0,-414.0,0.078,11.08,0.86
23.057,1860.0,-1700.0,20768.0,-54.0,496.0,-74.0,0.119,11.15,1.23
23.165,2728.0,152.0,19700.0,-298.0,411.0,280.0,0.193,11.28,2.18
23.273,1344.0,460.0,21136.0,-698.0,50.0,-10.0,0.175,11.25,1.97
23.381,2080.0,-124.0,20032.0,-173.0,131.0,214.0,0.088,11.12,0.97
23.49,2512.0,652.0,19828.0,-260.0,-152.0,251.0,0.086,11.1,0.96
23.598,-512.0,-2012.0,22720.0,-103.0,154.0,-315.0,0.134,11.2,1.5
23.706,-2456.0,-256.0,24316.0,-408.0,-646.0,42.0,0.187,11.29,2.11
23.813,3276.0,-1088.0,21248.0,-313.0,1714.0,-140.0,0.15,11.21,1.67
23.922,1324.0,-324.0,22008.0,-328.0,131.0,-15.0,0.08,11.06,0.89
24.03,1764.0,-1252.0,20920.0,-333.0,338.0,41.0,0.109,11.13,1.22
24.136,1904.0,156.0,19832.0,-335.0,384.0,-54.0,0.183,11.26,2.06
24.246,-3592.0,1168.0,24584.0,-727.0,-620.0,-496.0,0.183,11.26,2.05
24.354,752.0,172.0,22460.0,-464.0,706.0,-569.0,0.092,11.15,1.02
24.462,1868.0,80.0,21636.0,-220.0,692.0,-110.0,0.086,11.08,0.95
24.57,5288.0,648.0,17144.0,-416.0,812.0,604.0,0.155,11.2,1.75
24.678,2960.0,-1688.0,19080.0,-142.0,516.0,106.0,0.197,11.29,2.22
24.787,2176.0,-496.0,19916.0,-342.0,491.0,116.0,0.154,11.23,1.73
24.895,1112.0,-500.0,20616.0,-279.0,181.0,111.0,0.076,11.08,0.84
25.003,848.0,172.0,22380.0,-511.0,431.0,-264.0,0.108,11.14,1.21
25.11,548.0,108.0,22044.0,-319.0,245.0,-314.0,0.191,11.29,2.01
25.219,2416.0,364.0,19800.0,-276.0,202.0,427.0,0.188,11.25,2.1
25.327,-472.0,-584.0,22984.0,-400.0,-7.0,-121.0,0.099,11.14,1.1
25.435,848.0,-496.0,21532.0,-335.0,83.0,38.0,0.094,11.09,1.05
25.543,-36.0,896.0,23004.0,-639.0,487.0,-536.0,0.149,11.21,1.68
25.652,1928.0,-796.0,21424.0,-411.0,1079.0,326.0,0.193,11.3,2.18
25.759,52.0,-992.0,22968.0,-445.0,184.0,78.0,0.138,11.22,1.55
25.866,1020.0,-996.0,20900.0,-604.0,19.0,99.0,0.076,11.09,0.84
25.975,1484.0,-552.0,22032.0,-627.0,850.0,-281.0,0.105,11.14,1.17
26.083,2672.0,-612.0,18732.0,-473.0,-346.0,655.0,0.191,11.28,2.16
26.191,380.0,-520.0,21972.0,-457.0,127.0,-25.0,0.187,11.26,2.1
26.299,480.0,300.0,21408.0,-482.0,-45.0,-194.0,0.091,11.12,1.2
26.408,768.0,-1468.0,21624.0,-231.0,272.0,-222.0,0.088,11.07,0.97
26.514,1684.0,700.0,21952.0,-417.0,400.0,-220.0,0.127,11.18,1.43
26.623,1136.0,72.0,21400.0,-474.0,162.0,7.0,0.189,11.29,2.14
26.732,-1360.0,-1824.0,23524.0,-384.0,-12.0,-110.0,0.147,11.22,1.65
26.84,768.0,1680.0,23036.0,-777.0,248.0,-779.0,0.081,11.07,0.89
26.948,1212.0,-776.0,20112.0,-838.0,508.0,-164.0,0.114,11.14,1.27
27.056,2728.0,488.0,20780.0,-431.0,510.0,-140.0,0.186,11.28,2.1
27.163,1092.0,180.0,21212.0,-322.0,252.0,15.0,0.179,11.24,2.02
27.272,2712.0,-324.0,20616.0,-278.0,426.0,-31.0,0.091,11.13,1.01
27.379,1000.0,-692.0,21472.0,-481.0,278.0,11.0,0.088,11.08,0.98
27.488,768.0,-444.0,21824.0,-689.0,469.0,-542.0,0.156,11.23,1.75
27.596,-820.0,-1408.0,23448.0,-761.0,269.0,-172.0,0.199,11.28,2.25
27.704,-760.0,-1412.0,23064.0,-259.0,49.0,87.0,0.152,11.22,1.7
27.812,1704.0,-1040.0,20908.0,-225.0,572.0,228.0,0.078,11.06,0.87
27.921,-2824.0,-1460.0,24576.0,-446.0,-209.0,-623.0,0.111,11.14,1.24
28.029,264.0,-1476.0,21540.0,-270.0,136.0,-24.0,0.185,11.27,2.08
28.137,-484.0,-424.0,23024.0,-563.0,-34.0,-366.0,0.167,11.24,1.87
28.244,8.0,-1284.0,22348.0,-301.0,8.0,-250.0,0.091,11.13,1.02
28.353,4708.0,1856.0,17856.0,-637.0,534.0,430.0,0.096,11.1,0.96
28.46,1592.0,-856.0,21460.0,-541.0,454.0,-50.0,0.155,11.22,1.75
28.568,236.0,-936.0,22756.0,-442.0,300.0,-437.0,0.197,11.29,2.22
28.677,240.0,-1376.0,21344.0,-419.0,181.0,-253.0,0.142,11.17,1.59
28.785,560.0,-1524.0,21504.0,29.0,67.0,-387.0,0.076,11.09,0.84
28.893,1500.0,-888.0,21672.0,-214.0,119.0,-127.0,0.099,11.13,1.11
29.001,-516.0,-136.0,22724.0,13.0,-320.0,-129.0,0.182,11.28,2.05
29.109,3708.0,-396.0,18960.0,-424.0,917.0,-60.0,0.188,11.26,2.11
29.217,0.0,-1200.0,21180.0,-648.0,332.0,-57.0,0.111,11.13,1.24
29.325,88.0,-756.0,21780.0,-164.0,146.0,-56.0,0.087,11.08,0.97
29.433,764.0,-464.0,21116.0,-161.0,75.0,-62.0,0.133,11.18,1.49
29.541,1580.0,-916.0,20948.0,-226.0,325.0,-253.0,0.192,11.29,2.19
29.65,476.0,-2820.0,21700.0,-89.0,658.0,79.0,0.15,11.23,1.68
29.757,1844.0,-1272.0,21880.0,-188.0,435.0,-466.0,0.082,11.1,0.91
29.866,1768.0,512.0,20940.0,-420.0,238.0,-424.0,0.103,11.12,1.15
29.973,604.0,-636.0,22432.0,-341.0,202.0,-233.0,0.174,11.23,1.97
30.081,2492.0,1844.0,20308.0,-187.0,-192.0,113.0,0.206,11.29,2.31
30.19,1812.0,-196.0,20792.0,-212.0,148.0,234.0,0.124,11.2,1.39
30.298,616.0,-1148.0,21364.0,-311.0,239.0,-246.0,0.075,11.09,0.83
30.406,-804.0,24.0,22680.0,-319.0,-21.0,-277.0,0.101,11.16,1.13
30.513,1216.0,1160.0,19692.0,-269.0,151.0,-120.0,0.184,11.28,2.08
30.621,160.0,2348.0,24292.0,-674.0,-32.0,-286.0,0.189,11.26,2.12
30.729,276.0,500.0,22648.0,-409.0,26.0,48.0,0.098,11.14,1.08
30.838,52.0,-1012.0,22696.0,-590.0,500.0,-389.0,0.084,11.08,0.93
30.946,1384.0,-1404.0,21432.0,-370.0,530.0,-348.0,0.128,11.17,1.44
31.054,-580.0,-172.0,22844.0,-240.0,-18.0,-220.0,0.196,11.29,2.21
31.162,-488.0,-1416.0,23812.0,-269.0,271.0,-489.0,0.147,11.23,1.64
31.27,644.0,328.0,21516.0,-297.0,264.0,-261.0,0.079,11.1,0.87
31.377,4368.0,8.0,17764.0,-613.0,942.0,-133.0,0.106,11.12,1.19
31.486,2472.0,328.0,18988.0,-359.0,188.0,356.0,0.172,11.25,1.94
31.595,-976.0,-2300.0,23632.0,-156.0,143.0,-174.0,0.185,11.26,2.17
