time_s,ax,ay,az,gx,gy,gz,current,voltage,power
3.961,1180.0,536.0,21812.0,-440.0,217.0,-255.0,0.146,11.54,1.68
4.069,2224.0,284.0,19724.0,-323.0,401.0,97.0,0.083,11.38,0.95
4.177,8612.0,2012.0,14276.0,-92.0,537.0,1471.0,0.119,11.45,1.36
4.285,1492.0,-1276.0,20504.0,-265.0,513.0,-34.0,0.189,11.62,2.2
4.393,860.0,-528.0,20684.0,-272.0,-59.0,87.0,0.186,11.58,2.15
4.5,-1552.0,-20.0,22908.0,-455.0,-304.0,-247.0,0.101,11.47,1.15
4.609,464.0,-372.0,19808.0,-101.0,121.0,29.0,0.098,11.4,1.12
4.717,1812.0,68.0,21156.0,-506.0,316.0,-139.0,0.148,11.51,1.71
4.825,1164.0,-104.0,21228.0,-407.0,410.0,-415.0,0.204,11.62,2.38
4.933,940.0,200.0,21552.0,-389.0,88.0,-167.0,0.166,11.55,1.91
5.042,-284.0,-1520.0,21352.0,-225.0,-120.0,177.0,0.087,11.42,0.99
5.15,1980.0,-788.0,20428.0,-217.0,402.0,165.0,0.109,11.43,1.13
5.257,1560.0,-4756.0,24132.0,-206.0,801.0,156.0,0.174,11.58,2.03
5.366,1212.0,52.0,21892.0,-402.0,284.0,-119.0,0.205,11.62,2.38
5.474,752.0,-716.0,21740.0,-314.0,231.0,-105.0,0.126,11.5,1.45
5.581,1492.0,-256.0,21508.0,-337.0,273.0,-146.0,0.079,11.4,0.9
5.689,372.0,-1024.0,21984.0,-327.0,130.0,-18.0,0.116,11.48,1.34
5.798,3384.0,-2212.0,17848.0,22.0,648.0,590.0,0.206,11.62,2.39
5.906,2020.0,-1012.0,20864.0,-367.0,362.0,63.0,0.19,11.58,2.19
6.014,9204.0,1648.0,13692.0,-223.0,117.0,238.0,0.089,11.41,1.01
6.121,720.0,48.0,21296.0,-349.0,127.0,-20.0,0.099,11.41,1.13
6.23,1260.0,176.0,21456.0,-523.0,163.0,-178.0,0.16,11.56,1.85
6.337,44.0,-1980.0,21668.0,-253.0,-100.0,-74.0,0.196,11.6,2.27
6.446,-104.0,-688.0,22884.0,-353.0,-263.0,-62.0,0.123,11.51,1.41
6.553,1788.0,-892.0,20624.0,-376.0,356.0,28.0,0.089,11.39,0.93
6.662,2096.0,896.0,19856.0,-421.0,541.0,70.0,0.146,11.47,1.68
6.77,564.0,172.0,21664.0,-374.0,-78.0,-24.0,0.214,11.62,2.49
6.878,508.0,-160.0,21172.0,-387.0,157.0,-103.0,0.158,11.53,1.82
6.987,3672.0,1364.0,19888.0,-450.0,613.0,-22.0,0.08,11.4,0.92
7.095,1516.0,-96.0,21236.0,-441.0,419.0,-48.0,0.112,11.43,1.29
7.202,2952.0,-1700.0,20644.0,-368.0,699.0,174.0,0.2,11.62,2.32
7.311,1088.0,-1264.0,21248.0,-279.0,228.0,-172.0,0.184,11.58,2.13
7.419,-172.0,-776.0,21612.0,-280.0,-49.0,-195.0,0.088,11.42,1.0
7.527,2036.0,-244.0,20388.0,-432.0,459.0,52.0,0.095,11.4,1.09
7.634,3820.0,1920.0,20348.0,-644.0,667.0,-450.0,0.147,11.52,1.7
7.742,552.0,-1040.0,22628.0,-168.0,115.0,-111.0,0.204,11.61,2.37
7.852,-17452.0,-5644.0,32767.0,-652.0,-1980.0,-2279.0,0.138,11.52,1.58
7.96,-1576.0,-1080.0,24104.0,-327.0,328.0,-431.0,0.085,11.38,0.97
8.067,1264.0,-924.0,21260.0,-386.0,230.0,-143.0,0.152,11.53,1.76
8.176,2368.0,-296.0,20336.0,-460.0,273.0,-13.0,0.207,11.61,2.4
8.284,2976.0,12.0,19320.0,-378.0,356.0,-93.0,0.134,11.51,1.53
8.393,800.0,-452.0,22552.0,-424.0,176.0,-128.0,0.082,11.38,0.94
8.5,1192.0,308.0,20592.0,-300.0,-57.0,-97.0,0.124,11.45,1.43
8.608,-9256.0,-2812.0,30132.0,-347.0,-1914.0,-807.0,0.21,11.62,2.43
8.717,2080.0,-272.0,21316.0,-361.0,419.0,-138.0,0.176,11.55,2.02
8.826,2464.0,1544.0,20908.0,-549.0,533.0,-166.0,0.086,11.39,0.98
8.932,1044.0,-20.0,21496.0,-392.0,-143.0,174.0,0.112,11.43,1.29
9.041,512.0,-1068.0,22624.0,-280.0,455.0,-6.0,0.186,11.59,2.17
9.149,1020.0,-288.0,21108.0,-370.0,263.0,-60.0,0.181,11.58,2.08
9.257,2644.0,-604.0,19760.0,-272.0,320.0,255.0,0.098,11.43,1.12
9.365,916.0,-360.0,21104.0,-222.0,139.0,124.0,0.094,11.38,1.07
9.473,2080.0,-1024.0,20636.0,-374.0,457.0,5.0,0.17,11.56,1.98
9.581,428.0,-152.0,21952.0,-386.0,-66.0,-178.0,0.2,11.61,2.32
9.688,9304.0,5460.0,11292.0,-848.0,1627.0,734.0,0.125,11.5,1.77
9.797,-4192.0,-2228.0,25412.0,-334.0,-637.0,-367.0,0.082,11.38,0.93
9.905,160.0,-928.0,22184.0,-244.0,217.0,-330.0,0.119,11.45,1.37
10.013,1716.0,-304.0,21580.0,-176.0,149.0,-72.0,0.212,11.61,2.45
10.121,1028.0,-1556.0,21832.0,-368.0,457.0,-52.0,0.173,11.56,1.99
10.229,292.0,312.0,21744.0,-524.0,-33.0,36.0,0.092,11.39,1.05
10.337,-728.0,-900.0,22816.0,-270.0,-39.0,-165.0,0.108,11.4,1.23
10.446,3028.0,-1320.0,22408.0,-114.0,2243.0,-7.0,0.179,11.56,2.07
10.553,1936.0,-640.0,20736.0,-99.0,371.0,-24.0,0.19,11.58,2.2
10.661,-144.0,52.0,22256.0,-427.0,85.0,-101.0,0.116,11.5,1.33
10.77,1224.0,-548.0,21396.0,-481.0,214.0,79.0,0.083,11.38,0.94
10.877,-416.0,-1676.0,22716.0,-335.0,-19.0,-193.0,0.133,11.49,1.53
10.986,1004.0,-180.0,21372.0,-391.0,228.0,-148.0,0.208,11.61,2.42
11.095,2548.0,-1312.0,20580.0,-285.0,261.0,189.0,0.162,11.52,2.01
11.202,3296.0,-4044.0,22612.0,-422.0,1346.0,63.0,0.082,11.38,0.93
11.31,960.0,-1420.0,22896.0,-440.0,731.0,18.0,0.107,11.42,1.23
11.418,2092.0,-140.0,19580.0,-263.0,446.0,202.0,0.199,11.6,2.31
11.526,1472.0,-456.0,21760.0,-259.0,281.0,-21.0,0.183,11.58,2.11
11.634,1024.0,-856.0,21784.0,-330.0,420.0,7.0,0.102,11.41,1.17
11.742,1260.0,-1244.0,21196.0,-247.0,281.0,-142.0,0.102,11.39,1.17
11.851,-1188.0,-1308.0,23656.0,-503.0,513.0,-202.0,0.165,11.54,1.92
11.957,936.0,-684.0,21972.0,-205.0,-177.0,102.0,0.194,11.58,2.24
12.066,-720.0,128.0,22376.0,-446.0,-10.0,-244.0,0.113,11.47,1.29
12.173,88.0,-1516.0,21876.0,-176.0,107.0,154.0,0.086,11.37,0.98
12.283,-252.0,248.0,22276.0,-322.0,-167.0,-235.0,0.153,11.53,1.77
12.391,3904.0,1376.0,18756.0,-564.0,466.0,257.0,0.208,11.6,2.42
12.499,1548.0,-700.0,21264.0,-284.0,350.0,15.0,0.121,11.5,1.71
12.606,1416.0,96.0,20628.0,-478.0,313.0,76.0,0.085,11.36,0.96
12.715,-360.0,488.0,22584.0,-487.0,30.0,-277.0,0.131,11.46,1.5
12.822,3236.0,132.0,19096.0,-404.0,461.0,83.0,0.21,11.61,2.43
12.931,1696.0,-1076.0,20752.0,-303.0,100.0,-60.0,0.16,11.54,1.84
13.039,-13516.0,-5432.0,32767.0,-677.0,-1522.0,-1704.0,0.083,11.37,0.94
13.147,1384.0,480.0,21316.0,-425.0,454.0,-44.0,0.133,11.47,1.54
13.255,552.0,-1812.0,21524.0,-389.0,351.0,117.0,0.207,11.6,2.41
13.364,636.0,752.0,21824.0,-359.0,202.0,-146.0,0.14,11.51,1.89
13.472,868.0,-884.0,21308.0,-257.0,121.0,-66.0,0.079,11.38,0.9
13.58,560.0,4812.0,19700.0,-1125.0,236.0,-461.0,0.121,11.44,1.39
13.688,676.0,-1592.0,21120.0,-238.0,253.0,-101.0,0.208,11.6,2.42
13.796,8824.0,-280.0,14788.0,-162.0,1300.0,103.0,0.169,11.55,1.95
13.904,1756.0,-1140.0,21800.0,-226.0,311.0,-106.0,0.083,11.41,0.94
14.011,3840.0,236.0,18492.0,-330.0,821.0,36.0,0.115,11.43,1.32
14.119,780.0,-484.0,21652.0,-285.0,67.0,-58.0,0.199,11.59,2.31
14.228,800.0,-300.0,21660.0,-329.0,214.0,-48.0,0.171,11.55,1.98
14.336,-544.0,4584.0,19860.0,-1107.0,-553.0,-89.0,0.088,11.41,1.0
14.444,-256.0,-988.0,22640.0,-451.0,156.0,-289.0,0.102,11.37,1.17
14.553,3168.0,-1764.0,19720.0,-185.0,855.0,184.0,0.184,11.56,2.13
14.661,416.0,-1112.0,22724.0,-249.0,907.0,-182.0,0.198,11.59,2.29
14.768,3284.0,752.0,19472.0,-457.0,410.0,223.0,0.13,11.46,1.48
14.876,252.0,-384.0,21796.0,-522.0,62.0,-106.0,0.086,11.36,0.98
14.984,648.0,-268.0,21260.0,-293.0,101.0,-113.0,0.129,11.45,1.48
15.093,-3656.0,-72.0,24560.0,-319.0,-972.0,-702.0,0.208,11.6,2.41
15.201,1620.0,-1260.0,20992.0,-289.0,297.0,48.0,0.164,11.52,1.89
15.309,3164.0,1316.0,19304.0,-402.0,682.0,37.0,0.082,11.38,0.93
15.417,560.0,-84.0,21744.0,-568.0,228.0,-163.0,0.119,11.44,1.36
15.525,1720.0,-1080.0,20248.0,-350.0,190.0,-68.0,0.198,11.58,2.3
15.633,-504.0,-152.0,22628.0,-590.0,123.0,-264.0,0.17,11.55,2.15
15.741,204.0,-584.0,22084.0,-267.0,163.0,-129.0,0.095,11.37,1.08
15.849,-1296.0,-840.0,23160.0,-266.0,72.0,-51.0,0.098,11.38,1.11
15.958,104.0,-372.0,22172.0,-300.0,172.0,-131.0,0.183,11.56,2.12
16.066,-296.0,-1416.0,23196.0,-368.0,-31.0,-81.0,0.209,11.58,2.41
16.174,-644.0,-1696.0,21996.0,-178.0,-208.0,-45.0,0.131,11.46,1.5
16.282,-672.0,-1612.0,22828.0,-307.0,-179.0,-89.0,0.087,11.36,0.99
16.39,760.0,-872.0,20196.0,-355.0,-154.0,-87.0,0.13,11.45,1.49
16.498,1628.0,308.0,21532.0,-469.0,489.0,-21.0,0.205,11.6,2.38
16.606,2756.0,888.0,19032.0,-358.0,306.0,271.0,0.166,11.53,1.91
16.715,-812.0,-2320.0,22892.0,-171.0,-45.0,-28.0,0.085,11.38,0.96
16.822,4184.0,124.0,19300.0,-275.0,817.0,-184.0,0.111,11.41,1.27
16.93,864.0,-824.0,21700.0,-326.0,140.0,-194.0,0.188,11.56,2.17
17.038,1716.0,-1892.0,20736.0,-301.0,474.0,-67.0,0.185,11.56,2.27
17.146,552.0,-1512.0,22240.0,-135.0,238.0,-310.0,0.104,11.44,1.19
17.254,2924.0,-724.0,20864.0,-190.0,621.0,140.0,0.089,11.36,1.02
17.361,1688.0,-116.0,20920.0,-478.0,493.0,-329.0,0.163,11.53,1.89
17.47,940.0,-752.0,22168.0,-378.0,408.0,-244.0,0.208,11.59,2.41
17.578,-100.0,-532.0,22716.0,-479.0,195.0,-133.0,0.144,11.47,1.65
17.687,1648.0,-236.0,21376.0,-367.0,268.0,-143.0,0.084,11.36,0.95
17.795,180.0,-1528.0,22760.0,-213.0,39.0,-133.0,0.13,11.44,1.49
17.903,-696.0,148.0,23380.0,-351.0,-99.0,-139.0,0.204,11.6,2.36
18.011,-508.0,-1208.0,23928.0,-329.0,-65.0,-375.0,0.169,11.53,1.95
18.118,1056.0,136.0,21176.0,-406.0,69.0,-182.0,0.086,11.4,0.98
18.227,400.0,-1596.0,20816.0,-390.0,222.0,-164.0,0.112,11.4,1.28
18.335,936.0,-1212.0,20956.0,-97.0,242.0,-193.0,0.186,11.56,2.16
18.443,1900.0,-544.0,20604.0,-298.0,376.0,122.0,0.189,11.56,2.29
18.551,940.0,-1112.0,21460.0,-396.0,486.0,-38.0,0.107,11.44,1.22
18.658,-320.0,-2264.0,22852.0,31.0,11.0,-181.0,0.088,11.36,1.0
18.767,-1312.0,468.0,23204.0,-612.0,-297.0,-203.0,0.146,11.51,1.68
18.875,68.0,-780.0,22340.0,-357.0,-87.0,17.0,0.208,11.6,2.41
18.983,812.0,-168.0,22448.0,-449.0,429.0,-255.0,0.163,11.53,1.88
19.092,1200.0,608.0,21056.0,-428.0,176.0,3.0,0.082,11.35,0.93
19.199,916.0,-68.0,21940.0,-453.0,385.0,-216.0,0.124,11.43,1.42
19.307,1512.0,-252.0,20236.0,-446.0,103.0,127.0,0.207,11.6,2.4
19.416,-12960.0,-6060.0,32767.0,-486.0,-1182.0,-1496.0,0.173,11.54,1.99
19.525,48.0,-296.0,22464.0,-303.0,-326.0,-46.0,0.081,11.37,0.92
19.633,1624.0,40.0,20924.0,-372.0,266.0,-5.0,0.12,11.42,1.38
19.74,1464.0,260.0,21120.0,-463.0,210.0,8.0,0.195,11.58,2.26
19.849,356.0,-628.0,22028.0,-339.0,45.0,-68.0,0.188,11.56,2.17
19.957,1232.0,-904.0,21452.0,-196.0,307.0,-73.0,0.089,11.39,1.01
20.065,480.0,-1308.0,22344.0,-294.0,109.0,-181.0,0.101,11.38,1.16
20.173,6260.0,-2052.0,18396.0,-666.0,1170.0,1164.0,0.19,11.58,2.2
20.281,32.0,-2008.0,22140.0,-218.0,262.0,-218.0,0.195,11.56,2.25
20.388,292.0,-896.0,21708.0,-219.0,-152.0,9.0,0.107,11.45,1.23
20.497,2268.0,-1640.0,21232.0,-217.0,526.0,-146.0,0.098,11.38,1.11
20.606,404.0,224.0,22272.0,-473.0,217.0,-273.0,0.163,11.53,1.89
20.713,8.0,2484.0,20784.0,-398.0,-541.0,-263.0,0.202,11.57,2.33
20.822,1424.0,384.0,21156.0,-440.0,305.0,-189.0,0.114,11.44,1.3
20.93,11272.0,3148.0,14772.0,-368.0,1400.0,1253.0,0.086,11.36,0.98
21.037,380.0,-1280.0,21772.0,-195.0,-41.0,207.0,0.162,11.51,1.87
21.145,52.0,-1316.0,22136.0,-235.0,-1.0,96.0,0.203,11.59,2.34
21.253,1628.0,296.0,21452.0,-276.0,442.0,-178.0,0.139,11.48,1.59
21.362,1728.0,-1244.0,20292.0,-363.0,300.0,64.0,0.086,11.36,0.98
21.47,28.0,1408.0,21712.0,-887.0,-543.0,-430.0,0.134,11.46,1.54
21.578,812.0,-936.0,21852.0,-244.0,400.0,-13.0,0.206,11.58,2.44
21.686,1108.0,-2376.0,24752.0,-295.0,1427.0,-864.0,0.146,11.5,1.67
21.794,844.0,-592.0,22348.0,-477.0,226.0,-13.0,0.081,11.36,0.92
21.901,-40.0,-1324.0,22420.0,-276.0,-88.0,-259.0,0.124,11.43,1.42
22.009,884.0,-308.0,21644.0,-322.0,180.0,43.0,0.2,11.58,2.32
22.117,2272.0,-172.0,19988.0,-399.0,226.0,151.0,0.184,11.52,2.12
22.225,9316.0,-1272.0,16364.0,-341.0,2506.0,683.0,0.085,11.38,0.97
22.334,1528.0,-176.0,20936.0,-314.0,416.0,62.0,0.104,11.38,1.19
22.441,7872.0,-200.0,18508.0,-158.0,2418.0,552.0,0.2,11.57,2.31
22.55,-352.0,-1220.0,22232.0,-273.0,-111.0,-98.0,0.186,11.56,2.15
22.657,1188.0,-232.0,21100.0,-293.0,201.0,-100.0,0.106,11.44,1.2
22.765,1016.0,-48.0,21280.0,-423.0,203.0,-5.0,0.098,11.37,1.12
22.874,2288.0,-456.0,20400.0,-501.0,571.0,-130.0,0.168,11.52,1.94
22.982,7044.0,3892.0,17608.0,-642.0,-598.0,-266.0,0.197,11.56,2.35
23.09,880.0,-352.0,21460.0,-278.0,127.0,-42.0,0.117,11.46,1.34
23.199,-7716.0,-56.0,30492.0,-467.0,-1360.0,-793.0,0.087,11.32,0.98
23.307,1724.0,164.0,21912.0,-327.0,341.0,-192.0,0.133,11.46,1.53
23.415,3124.0,236.0,19864.0,-518.0,651.0,7.0,0.208,11.58,2.41
23.522,1364.0,-840.0,21668.0,-356.0,215.0,63.0,0.17,11.52,1.96
23.631,1508.0,76.0,20944.0,-327.0,221.0,-110.0,0.081,11.35,0.92
23.738,-3740.0,-1388.0,25760.0,-622.0,-626.0,-659.0,0.116,11.38,1.32
23.847,-896.0,-500.0,22912.0,-435.0,289.0,-231.0,0.199,11.58,2.31
23.954,-964.0,2780.0,22364.0,-340.0,-714.0,307.0,0.185,11.54,2.13
24.063,3108.0,-1584.0,18856.0,-82.0,557.0,200.0,0.098,11.42,1.11
24.171,500.0,-424.0,21480.0,-267.0,158.0,6.0,0.1,11.37,1.13
24.279,1348.0,292.0,20800.0,-393.0,153.0,-43.0,0.158,11.52,1.83
24.387,2684.0,228.0,20244.0,-376.0,508.0,116.0,0.206,11.57,2.38
24.495,4632.0,-956.0,17928.0,-167.0,608.0,308.0,0.121,11.48,1.38
24.603,928.0,132.0,21476.0,-402.0,18.0,-122.0,0.082,11.35,0.92
24.712,2036.0,-1340.0,20924.0,-362.0,891.0,432.0,0.136,11.45,1.56
24.82,1192.0,-740.0,21792.0,-253.0,418.0,-322.0,0.205,11.58,2.38
24.927,2120.0,1020.0,20524.0,-483.0,301.0,6.0,0.171,11.52,1.97
25.036,1472.0,-712.0,21140.0,-391.0,371.0,-57.0,0.08,11.36,0.9
25.145,120.0,-928.0,22488.0,-350.0,147.0,-132.0,0.113,11.4,1.29
25.252,492.0,-6164.0,23888.0,-144.0,1064.0,-279.0,0.205,11.58,2.33
25.36,1584.0,632.0,20784.0,-478.0,267.0,-21.0,0.175,11.54,2.01
25.468,2720.0,-6820.0,24876.0,-13.0,1711.0,-244.0,0.091,11.38,1.03
25.576,3180.0,40.0,20188.0,-289.0,684.0,-93.0,0.107,11.39,1.23
25.683,1496.0,676.0,20752.0,-516.0,204.0,214.0,0.182,11.54,2.1
25.791,1296.0,-620.0,21544.0,-454.0,311.0,-234.0,0.197,11.56,2.27
25.9,1960.0,-1016.0,21236.0,-389.0,443.0,67.0,0.111,11.45,1.27
26.008,-5560.0,-2456.0,25976.0,-334.0,-1028.0,-750.0,0.087,11.33,0.99
26.118,-676.0,-624.0,22672.0,-454.0,120.0,-292.0,0.143,11.48,1.65
26.224,-940.0,-4124.0,23560.0,131.0,148.0,-312.0,0.21,11.57,2.43
26.332,896.0,876.0,21212.0,-380.0,150.0,-292.0,0.161,11.51,1.85
26.44,704.0,-148.0,22356.0,-444.0,217.0,-240.0,0.082,11.34,0.93
26.549,-264.0,-1260.0,22832.0,-346.0,-27.0,-29.0,0.118,11.42,1.36
26.657,552.0,-464.0,22516.0,-320.0,136.0,-115.0,0.206,11.57,2.36
26.765,-3268.0,-5668.0,28444.0,-434.0,1873.0,518.0,0.18,11.54,2.07
26.873,892.0,-872.0,21764.0,-368.0,212.0,-142.0,0.101,11.41,1.15
26.981,6968.0,-3052.0,16944.0,-83.0,2218.0,-314.0,0.098,11.37,1.11
27.089,916.0,-440.0,21752.0,-317.0,276.0,48.0,0.155,11.49,1.79
27.196,924.0,-736.0,21100.0,-297.0,124.0,-78.0,0.203,11.58,2.35
27.305,-836.0,-832.0,22848.0,-305.0,113.0,-427.0,0.136,11.49,1.55
27.413,-916.0,-980.0,23268.0,-364.0,19.0,-356.0,0.081,11.35,0.91
27.521,1072.0,-1096.0,20844.0,-305.0,351.0,-282.0,0.128,11.43,1.32
27.629,1484.0,88.0,20708.0,-344.0,115.0,-162.0,0.2,11.58,2.32
27.737,10504.0,-72.0,15924.0,-343.0,2058.0,1028.0,0.179,11.52,2.06
27.845,1156.0,-864.0,21012.0,-162.0,-273.0,122.0,0.085,11.35,0.96
27.953,492.0,-1124.0,21620.0,-259.0,132.0,-159.0,0.105,11.38,1.2
28.061,1116.0,-716.0,20844.0,-463.0,152.0,94.0,0.186,11.55,2.15
28.169,516.0,12.0,22012.0,-418.0,212.0,-8.0,0.19,11.55,2.19
28.277,3176.0,-652.0,19064.0,-336.0,547.0,51.0,0.11,11.45,1.26
28.385,1140.0,148.0,22656.0,-478.0,232.0,-413.0,0.098,11.34,1.11
28.494,-976.0,-1720.0,23820.0,-97.0,-41.0,-472.0,0.147,11.5,1.7
28.602,-2932.0,-1108.0,25624.0,-612.0,-379.0,-496.0,0.215,11.58,2.49
28.71,1396.0,-444.0,21320.0,-449.0,345.0,-118.0,0.138,11.48,1.59
28.818,1152.0,-936.0,21044.0,-300.0,579.0,-221.0,0.08,11.34,0.91
28.926,2156.0,-304.0,20564.0,-201.0,316.0,1.0,0.129,11.44,1.33
29.034,372.0,-496.0,22472.0,-325.0,308.0,-125.0,0.207,11.58,2.4
29.142,2240.0,-308.0,20568.0,-263.0,279.0,159.0,0.17,11.52,1.95
29.25,-968.0,-1296.0,22996.0,-159.0,37.0,-61.0,0.081,11.36,0.91
29.358,3176.0,1992.0,17940.0,-412.0,397.0,408.0,0.112,11.4,1.28
29.466,400.0,1088.0,21596.0,-513.0,133.0,-139.0,0.193,11.57,2.23
29.574,2472.0,1264.0,18660.0,-525.0,-207.0,-226.0,0.178,11.53,2.04
29.682,1192.0,-992.0,21532.0,-319.0,258.0,112.0,0.094,11.39,1.07
29.79,-448.0,-484.0,22824.0,-343.0,-107.0,-106.0,0.106,11.37,1.21
29.899,-716.0,-1144.0,22348.0,-283.0,-130.0,-46.0,0.175,11.53,2.02
30.006,116.0,432.0,22180.0,-374.0,-119.0,-91.0,0.203,11.57,2.35
30.115,1716.0,-1700.0,21692.0,-242.0,726.0,127.0,0.107,11.43,1.22
30.222,748.0,-1828.0,21692.0,-157.0,141.0,-44.0,0.089,11.34,1.01
30.331,1396.0,-104.0,22000.0,-367.0,446.0,-348.0,0.171,11.51,1.64
30.439,1336.0,-1712.0,20872.0,-186.0,339.0,31.0,0.205,11.57,2.37
30.547,2644.0,-1272.0,20196.0,-140.0,636.0,-20.0,0.147,11.49,1.69
30.654,-328.0,-1036.0,22220.0,-337.0,69.0,-104.0,0.082,11.34,0.93
30.763,2284.0,-256.0,20280.0,-483.0,524.0,68.0,0.122,11.42,1.4
30.871,-788.0,-2568.0,23388.0,-341.0,86.0,-329.0,0.2,11.57,2.32
30.979,1896.0,360.0,20524.0,-369.0,561.0,-146.0,0.168,11.51,1.93
31.088,1568.0,-948.0,21624.0,-355.0,458.0,-212.0,0.085,11.37,0.96
31.195,2804.0,196.0,20120.0,-592.0,535.0,231.0,0.113,11.38,1.16
31.303,-332.0,-1272.0,22520.0,-354.0,-83.0,-26.0,0.187,11.55,2.17
31.411,972.0,-304.0,21404.0,-415.0,279.0,-165.0,0.198,11.56,2.28
